,Title,Tokens
292,Australian plant may produce anti-HIV microbicide gel,"['australian', 'plant', 'produce', 'anti', 'microbicide', 'gel']"
293,Has the cure for HIV been discovered?,"['cure', 'discovered']"
294,New user-friendly method to diagnose HIV infection,"['user', 'friendly', 'method', 'diagnose', 'infection']"
295,"Soon, ‘self-monitoring device’ for HIV patients","['monitoring', 'device', 'patients']"
296,HIV/AIDS awareness scheme yet to take off,"['awareness', 'scheme']"
297,"One HIV+ child, many HIV orphans find new parents","['child', 'orphans', 'find', 'parents']"
298,Some home truth for elders living with HIV,"['truth', 'elders', 'living']"
299,Swine flu: WHO warns HIV-infected,"['swine', 'flu', 'warns', 'infected']"
300,HIV+ women close ranks in unequal battle,"['women', 'close', 'ranks', 'unequal', 'battle']"
301,"Counsellors help 3,000 take HIV in stride","['counsellors', 'help', 'stride']"
302,"Cheap HIV test developed, result in 30 minutes!","['cheap', 'test', 'developed', 'result', 'minutes']"
303,Teens from US unite to fight HIV in India,"['teens', 'unite', 'fight', 'india']"
304,‘Economic slump taking toll on HIV+ people in state’,"['economic', 'slump', 'toll', 'people', 'state']"
305,"Govt hospital staff in UP identify HIV-positive patient, refuse aid","['govt', 'hospital', 'staff', 'identify', 'positive', 'patient', 'refuse', 'aid']"
306,HIV positive status haunts Godhra paramedics,"['positive', 'status', 'haunts', 'godhra', 'paramedics']"
307,"Hard to find, HIV-positive children for crucial study","['hard', 'find', 'positive', 'children', 'crucial', 'study']"
308,Maternity homes have no room for HIV scheme,"['maternity', 'homes', 'room', 'scheme']"
309,Doc duping HIV affected with false claims: NGO,"['doc', 'duping', 'false', 'claims', 'ngo']"
310,NGO demands passing of HIV/AIDS bill,"['ngo', 'demands', 'passing', 'bill']"
311,"Govt missing, HIV victims fall off health radar","['govt', 'missing', 'victims', 'fall', 'health', 'radar']"
312,Govt hospital closes door to HIV-positive pregnant woman,"['govt', 'hospital', 'closes', 'door', 'positive', 'pregnant', 'woman']"
313,Staff in state hospitals to be trained to handle HIV patients,"['staff', 'state', 'hospitals', 'trained', 'handle', 'patients']"
314,"Soon, alternative first-line treatment for HIV patients","['alternative', 'treatment', 'patients']"
315,"Counselling key to checking HIV, alcohol abuse, says study","['counselling', 'key', 'checking', 'alcohol', 'abuse', 'study']"
316,HIV positive tag: High-level panel to get nod today,"['positive', 'tag', 'high', 'level', 'panel', 'nod', 'today']"
317,Hospital puts ‘HIV-positive’  tag on pregnant woman,"['hospital', 'puts', 'positive', 'tag', 'pregnant', 'woman']"
318,HIV infects fewer now but AIDS causes more deaths than ever,"['infects', 'fewer', 'deaths']"
319,State records rise in pregnant women opting for HIV/AIDS test,"['state', 'records', 'rise', 'pregnant', 'women', 'opting', 'test']"
320,Understanding the HIV virus,"['understanding', 'virus']"
321,NMP+ presses for HIV/AIDS bill to be passed,"['nmp', 'presses', 'bill', 'passed']"
322,State AIDS control body will sensitise health workers to HIV patients,"['state', 'control', 'body', 'sensitise', 'health', 'workers', 'patients']"
323,Patient paraded with 'HIV positive' label in Guj hospital,"['patient', 'paraded', 'positive', 'label', 'guj', 'hospital']"
324,"In Jamnagar hospital, pregnant woman made to carry ‘HIV positive’ tag on head","['jamnagar', 'hospital', 'pregnant', 'woman', 'carry', 'positive', 'tag', 'head']"
325,"Now, meltdown hits HIV/AIDS treatment, prevention","['meltdown', 'hits', 'treatment', 'prevention']"
326,Six EPL players awaiting HIV test results,"['epl', 'players', 'awaiting', 'test']"
327,New Mediclaim Policy to Cover HIV Patients,"['mediclaim', 'policy', 'cover', 'patients']"
328,Voluntary screening blows the lid off Tihar’s HIV status,"['voluntary', 'screening', 'blows', 'lid', 'tihar', 'status']"
329,Minister wants separate school for HIV +ve children,"['minister', 'separate', 'school', 've', 'children']"
330,Retain peer counsellors:  HIV patients to agency,"['retain', 'peer', 'counsellors', 'patients', 'agency']"
331,Rly junks ‘HIV/AIDS’ for ‘Immuno Compromised’,"['rly', 'junks', 'immuno', 'compromised']"
332,"State apathy to HIV positive prisoners: High Court orders payment of Rs 5,000 each","['state', 'apathy', 'positive', 'prisoners', 'high', 'court', 'orders', 'payment', 'rs']"
333,Vaginal gel that can block HIV,"['vaginal', 'gel', 'block']"
334,Scientists discover new HIV strain,"['scientists', 'discover', 'strain']"
335,"Remove HIV hoardings, posters with woman’s picture: HC","['remove', 'hoardings', 'posters', 'woman', 'picture', 'hc']"
336,Armed Forces expand HIV surveillance,"['armed', 'forces', 'expand', 'surveillance']"
337,Clinton deal lowers HIV drug cost in poor nations,"['clinton', 'deal', 'lowers', 'drug', 'cost', 'poor', 'nations']"
338,"Now, an HIV blocking gel for women!","['blocking', 'gel', 'women']"
339,Nerve cells naturally protect themselves against HIV,"['nerve', 'cells', 'naturally', 'protect']"
340,"Village opens mind, heart to HIV kids","['village', 'opens', 'mind', 'heart', 'kids']"
341,Women in UP losing battle with HIV,"['women', 'losing', 'battle']"
342,Can’t treat HIV inmates in jail: state tells court,"['treat', 'inmates', 'jail', 'state', 'tells', 'court']"
343,New HIV strain leapt to humans from gorillas: Study,"['strain', 'leapt', 'humans', 'gorillas', 'study']"
344,Man commits suicide after being tested HIV positive,"['man', 'commits', 'suicide', 'tested', 'positive']"
345,Govt’s HIV camp fails to draw pupils,"['govt', 'camp', 'fails', 'draw', 'pupils']"
346,"HIV positive boy, sister not allowed into Allahabad school","['positive', 'boy', 'sister', 'allowed', 'allahabad', 'school']"
347,Give free treatment to HIV positives: HC tells Naco,"['free', 'treatment', 'positives', 'hc', 'tells', 'naco']"
348,New HIV antibodies renew vaccine hope,"['antibodies', 'renew', 'vaccine', 'hope']"
349,"HIV patients vulnerable to HBV, HCV virus: study","['patients', 'vulnerable', 'hbv', 'hcv', 'virus', 'study']"
350,"HIV-positive, man denied treatment","['positive', 'man', 'denied', 'treatment']"
351,Vaccine cuts HIV infection for first time: Researchers,"['vaccine', 'cuts', 'infection', 'time', 'researchers']"
352,Health department sounds alert as HIV/AIDS penetrates into rural areas,"['health', 'department', 'sounds', 'alert', 'penetrates', 'rural', 'areas']"
353,Diwali gift: 25 HIV kids look for ‘adoptions’,"['diwali', 'gift', 'kids', 'adoptions']"
354,Duty above illness: city court directs HIV patient to pay alimony,"['duty', 'illness', 'city', 'court', 'directs', 'patient', 'pay', 'alimony']"
355,‘City has 8000 HIV positive people’,"['city', 'positive', 'people']"
356,Mehsana-based angadia workers more prone to HIV/AIDS: study,"['mehsana', 'based', 'angadia', 'workers', 'prone', 'study']"
357,"Insurance shield for HIV patients, families to battle disease","['insurance', 'shield', 'patients', 'families', 'battle', 'disease']"
358,Ludhiana figures among worst HIV-hit cities,"['ludhiana', 'figures', 'worst', 'hit', 'cities']"
359,"For lives wrecked by  HIV, some  festive cheer","['lives', 'wrecked', 'festive', 'cheer']"
360,"HIV-TB co-infection cases up, cross-referral system in place","['tb', 'infection', 'cases', 'cross', 'referral', 'system', 'place']"
361,Sex workers step up to cremate HIV+ woman,"['sex', 'workers', 'step', 'cremate', 'woman']"
362,HIV: non-brothel sex workers a greater challenge,"['brothel', 'sex', 'workers', 'greater', 'challenge']"
363,"Soon, children with HIV to get free second-line treatment","['children', 'free', 'second', 'treatment']"
364,India weighs options as WHO strikes down cheap HIV drug Stavudine,"['india', 'weighs', 'options', 'strikes', 'cheap', 'drug', 'stavudine']"
365,HIV therapy units to come up at block healthcare centres,"['therapy', 'units', 'block', 'healthcare', 'centres']"
366,HIV-positive kids to get treatment from early age,"['positive', 'kids', 'treatment', 'early', 'age']"
367,HIV cases under check in Kerala: Aids Control Society,"['cases', 'check', 'kerala', 'control', 'society']"
368,595 fresh HIV positive cases every month in Bihar,"['fresh', 'positive', 'cases', 'month', 'bihar']"
369,Matrimonial meet for HIV-positive persons,"['matrimonial', 'meet', 'positive', 'persons']"
370,Discrimination plagues HIV prevention: Ban,"['discrimination', 'plagues', 'prevention', 'ban']"
371,Theme for AIDS rally: disclose HIV-positive status,"['theme', 'rally', 'disclose', 'positive', 'status']"
372,HIV positive cases: Amritsar tops chart,"['positive', 'cases', 'amritsar', 'tops', 'chart']"
373,"In Sonagachi, keeping HIV away a daily battle","['sonagachi', 'keeping', 'daily', 'battle']"
374,‘HIV+ paramilitary personnel cannot be denied promotion’,"['paramilitary', 'personnel', 'denied', 'promotion']"
375,HIV: trials on women-controlled methods soon,"['trials', 'women', 'controlled', 'methods']"
376,"‘Rowdy’ women prisoners scare HIV team, no samples taken","['rowdy', 'women', 'prisoners', 'scare', 'team', 'samples']"
377,Driving to safety: Utsav for truckers raises HIV awareness,"['driving', 'safety', 'utsav', 'truckers', 'raises', 'awareness']"
378,US ban on HIV patients’ entry lifted,"['ban', 'patients', 'entry', 'lifted']"
379,New body to impart clinical training to docs for HIV treatment,"['body', 'impart', 'clinical', 'training', 'docs', 'treatment']"
380,Strike by HIV/AIDS counsellors,"['strike', 'counsellors']"
381,"‘Kinnows can lower risk of cancer, HIV’","['kinnows', 'lower', 'risk', 'cancer']"
382,‘80 per cent HIV positive people in city are women’,"['cent', 'positive', 'people', 'city', 'women']"
383,City study led to change in WHO guidelines on HIV,"['city', 'study', 'led', 'change', 'guidelines']"
384,PSI launches online fundraising project on HIV/AIDS,"['psi', 'launches', 'online', 'fundraising', 'project']"
385,HIV-positive woman commits suicide,"['positive', 'woman', 'commits', 'suicide']"
386,"Now, free travel on DTC buses for HIV/AIDS patients in city","['free', 'travel', 'dtc', 'buses', 'patients', 'city']"
387,"Structure of enzyme that helps spread HIV in body discovered, say scientists","['structure', 'enzyme', 'helps', 'spread', 'body', 'discovered', 'scientists']"
388,Scientists crack HIV/AIDS puzzle for drugs,"['scientists', 'crack', 'puzzle', 'drugs']"
389,New vaccine could prevent TB in patients with HIV infection,"['vaccine', 'prevent', 'tb', 'patients', 'infection']"
390,"In keeping with national trend, city too registers lesser HIV cases","['keeping', 'national', 'trend', 'city', 'registers', 'lesser', 'cases']"
391,Social stigma keeps HIV positive away from Anatodaya scheme,"['social', 'stigma', 'positive', 'anatodaya', 'scheme']"
392,HIV/AIDS awareness to reach grassroots in UP through,"['awareness', 'reach', 'grassroots']"
393,Gene-based therapy may help treat HIV-infected individuals,"['gene', 'based', 'therapy', 'help', 'treat', 'infected', 'individuals']"
394,Singer Lady Gaga's HIV panic,"['singer', 'lady', 'gaga', 'panic']"
395,"In city jails, treatment for HIV prisoners and Walt Disney for kids","['city', 'jails', 'treatment', 'prisoners', 'walt', 'disney', 'kids']"
396,Health dept to make window period testing for HIV compulsory at Gujarat blood banks,"['health', 'dept', 'window', 'period', 'testing', 'compulsory', 'gujarat', 'blood', 'banks']"
397,Pvt hospitals to be roped in to fight HIV,"['pvt', 'hospitals', 'roped', 'fight']"
398,Support groups make life easier for women living with HIV,"['support', 'groups', 'life', 'easier', 'women', 'living']"
399,How HIV escapes treatment,"['escapes', 'treatment']"
400,"HIV-positive women earn a living, respect","['positive', 'women', 'earn', 'living', 'respect']"
401,State targets tuberculosis to treat HIV,"['state', 'targets', 'tuberculosis', 'treat']"
402,Pfizer pneumonia shot helps HIV-infected patients,"['pfizer', 'pneumonia', 'shot', 'helps', 'infected', 'patients']"
403,HIV/AIDS counsellors to undergo training,"['counsellors', 'undergo', 'training']"
404,"HIV patient dies in Civil Hospital, no claimant for body yet","['patient', 'dies', 'civil', 'hospital', 'claimant', 'body']"
405,Early antibiotic use cuts death toll by HIV in Africa: Report,"['early', 'antibiotic', 'cuts', 'death', 'toll', 'africa', 'report']"
406,Structure of key protein in HIV 'uncovered',"['structure', 'key', 'protein', 'uncovered']"
407,"On cards, nutritional support project for HIV-infected kids in city hospital","['cards', 'nutritional', 'support', 'project', 'infected', 'kids', 'city', 'hospital']"
408,HIV patients in HP on mission to nip virus in bud,"['patients', 'hp', 'mission', 'nip', 'virus', 'bud']"
409,‘Zari’ women fight HIV stigma,"['zari', 'women', 'fight', 'stigma']"
410,Book on living with HIV/AIDS released,"['book', 'living', 'released']"
411,HIV/AIDS insurance policy faces teething troubles in state,"['insurance', 'policy', 'faces', 'teething', 'troubles', 'state']"
412,‘HIV testing facilities to start in eight districts this year’,"['testing', 'facilities', 'start', 'districts', 'year']"
413,HIV infection among Injecting Drug Users declining in Nagaland,"['infection', 'injecting', 'drug', 'users', 'declining', 'nagaland']"
414,"This octogenarian spreads awareness on HIV, swine flu virus","['octogenarian', 'spreads', 'awareness', 'swine', 'flu', 'virus']"
415,China lifts ban on entry of HIV-infected people,"['china', 'lifts', 'ban', 'entry', 'infected', 'people']"
416,"A group medical insurance, tailor-made for people living with HIV","['group', 'medical', 'insurance', 'tailor', 'people', 'living']"
417,South Africans given 100 free condoms after HIV test,"['south', 'africans', 'free', 'condoms', 'test']"
418,Fewer new cases but deaths due to HIV on rise,"['fewer', 'cases', 'deaths', 'rise']"
419,Anti-HIV drugs slash risk of virus transmission by 92 pct,"['anti', 'drugs', 'slash', 'risk', 'virus', 'transmission', 'pct']"
420,Double whammy for haemophilia patients: HIV contraction on rise,"['double', 'whammy', 'haemophilia', 'patients', 'contraction', 'rise']"
421,Frequent alcohol use 'linked to faster HIV progression',"['frequent', 'alcohol', 'linked', 'faster', 'progression']"
422,"In long, lonely battle against HIV, Benson has lost sister Bency","['long', 'lonely', 'battle', 'benson', 'lost', 'sister', 'bency']"
423,Antiretrovirals 'prevent HIV transmission through breast milk',"['antiretrovirals', 'prevent', 'transmission', 'breast', 'milk']"
424,"Children’s home for HIV, AIDS a boon for orphans","['children', 'boon', 'orphans']"
425,Death of HIV-positive toddler blows the lid off Pune ‘adoption racket’,"['death', 'positive', 'toddler', 'blows', 'lid', 'pune', 'adoption', 'racket']"
426,‘Suspected’ HIV patient charged money for free tests,"['suspected', 'patient', 'charged', 'money', 'free', 'tests']"
427,"Forced to leave school, 2 HIV+ students clear Class X through national open school","['forced', 'leave', 'school', 'students', 'clear', 'class', 'national', 'open', 'school']"
428,Cops not acting against abuse: HIV+ woman to HC,"['cops', 'acting', 'abuse', 'woman', 'hc']"
429,"No takers for kids with HIV, no adoption in 2008-’09","['takers', 'kids', 'adoption']"
